Locus	Uniprot ID	Gene Symbol	Protein Length	Spectrum Count_HBE_1	Spectrum Count_HBE_2	Spectrum Count_HBE_3	Spectrum Count_CFBE_1	Spectrum Count_CFBE_2	Spectrum Count_CFBE_3	HBE_Spectrum Count_Sum	CFBE_Spectrum Count_sum	NSAF_HBE_1	NSAF_HBE_2	NSAF_HBE_3	NSAF_CFBE_1	NSAF_CFBE_2	NSAF_CFBE_3	HBE_NSAF_avg	CFBE_NSAF_avg	CFBE_NSAF_avg/HBE_NSAF_avg	log2(CFBE_NSAF_avg/HBE_NSAF_avg)	p_value
sp|Q99996|AKAP9_HUMAN	Q99996	AKAP9	3911	5	5	4	6	5	4	14	15	3,63995E-06	3,38398E-06	2,85646E-06	4,31755E-06	3,8269E-06	2,45687E-06	0,000003	0,000004	1,07	0,10	0,810182454
sp|P14550|AK1A1_HUMAN	P14550	AKR1A1	325	9	15	23	12	13	21	47	46	7,88447E-05	0,000122167	0,000197652	0,000103913	0,000119736	0,000155219	0,000133	0,000126	0,95	-0,07	0,987672272
sp|P15121|ALDR_HUMAN	P15121	AKR1B1	316	58	103	104	106	112	140	265	358	0,000522582	0,00086277	0,000919185	0,000944045	0,001060953	0,001064268	0,000768	0,001023	1,33	0,41	0,1602595
sp|O43488|ARK72_HUMAN	O43488	AKR7A2	359	34	25	23	11	6	15	82	32	0,000269648	0,000184328	0,000178933	8,62327E-05	5,0029E-05	0,000100371	0,000211	0,000079	0,37	-1,42	0,015574508
sp|P31751|AKT2_HUMAN	P31751	AKT2	481	3	6	6	4	4	9	15	17	1,77578E-05	3,3018E-05	3,48388E-05	2,34039E-05	2,48932E-05	4,49477E-05	0,000029	0,000031	1,09	0,12	0,79626677
sp|P13716|HEM2_HUMAN	P13716	ALAD	330	4	4	3	2	5	5	11	12	3,45112E-05	3,20842E-05	2,53901E-05	1,70565E-05	4,53546E-05	3,6397E-05	0,000031	0,000033	1,07	0,10	0,998771155
sp|P02768|ALBU_HUMAN	P02768	ALB	609	263	160	241	120	216	117	664	453	0,001229566	0,000695421	0,001105239	0,000554546	0,001061699	0,000461507	0,001010	0,000693	0,69	-0,54	0,247818403
sp|Q13740|CD166_HUMAN	Q13740	ALCAM	583	40	32	31	8	21	7	103	36	0,000195346	0,000145287	0,000148508	3,86185E-05	0,000107824	2,88429E-05	0,000163	0,000058	0,36	-1,48	0,044777714
sp|Q8IZ83|A16A1_HUMAN	Q8IZ83	ALDH16A1	802	30	11	27	44	39	38	68	121	0,000106503	3,63047E-05	9,40256E-05	0,000154402	0,000145564	0,00011382	0,000079	0,000138	1,75	0,81	0,13876922
sp|P54886|P5CS_HUMAN	P54886	ALDH18A1	795	52	43	61	31	42	40	156	113	0,00018623	0,000143168	0,000214299	0,000109741	0,000158142	0,000120866	0,000181	0,000130	0,72	-0,48	0,106675425
sp|P30837|AL1B1_HUMAN	P30837	ALDH1B1	517	14	21	20	2	7	7	55	16	7,70994E-05	0,000107516	0,000108043	1,08871E-05	4,05296E-05	3,2525E-05	0,000098	0,000028	0,29	-1,80	0,030826088
sp|P30038|AL4A1_HUMAN	P30038	ALDH4A1	563	14	13	13	6	8	6	40	20	7,08E-05	6,11195E-05	6,44899E-05	2,99928E-05	4,2535E-05	2,56008E-05	0,000065	0,000033	0,50	-1,00	0,010155462
sp|P49419|AL7A1_HUMAN	P49419	ALDH7A1	539	44	26	35	36	29	57	105	122	0,000232422	0,000127682	0,000181358	0,00018797	0,000161055	0,000254036	0,000180	0,000201	1,11	0,16	0,616289515
sp|P49189|AL9A1_HUMAN	P49189	ALDH9A1	494	9	24	24	25	37	26	57	88	5,18715E-05	0,000128597	0,000135688	0,000142425	0,000224202	0,000126432	0,000105	0,000164	1,56	0,64	0,23567628
sp|P04075|ALDOA_HUMAN	P04075	ALDOA	364	913	912	820	958	703	866	2645	2527	0,007141393	0,006631909	0,006291714	0,007406926	0,005781214	0,005715133	0,006688	0,006301	0,94	-0,09	0,515966815
sp|P09972|ALDOC_HUMAN	P09972	ALDOC	364	39	33	42	31	80	37	114	148	0,000305054	0,00023997	0,000322259	0,000239681	0,000657891	0,00024418	0,000289	0,000381	1,32	0,40	0,661180798
sp|Q9BT22|ALG1_HUMAN	Q9BT22	ALG1	464	6	7	5	4	4	6	18	14	3,68169E-05	3,99324E-05	3,0096E-05	2,42614E-05	2,58052E-05	3,1063E-05	0,000036	0,000027	0,76	-0,40	0,070982783
sp|Q9H553|ALG2_HUMAN	Q9H553	ALG2	416	10	5	12	6	2	16	27	24	6,84416E-05	3,18143E-05	8,05646E-05	4,05912E-05	1,43914E-05	9,23925E-05	0,000060	0,000049	0,82	-0,30	0,55424062
sp|Q9Y673|ALG5_HUMAN	Q9Y673	ALG5	324	6	8	7	6	7	9	21	22	5,27254E-05	6,53567E-05	6,03406E-05	5,21171E-05	6,46723E-05	6,67279E-05	0,000059	0,000061	1,03	0,04	0,80618623
sp|Q86V81|THOC4_HUMAN	Q86V81	ALYREF	257	37	38	39	64	67	87	114	218	0,000409904	0,000391377	0,000423826	0,000700843	0,000780381	0,000813197	0,000408	0,000765	1,87	0,91	0,000233685
sp|Q9H1A4|APC1_HUMAN	Q9H1A4	ANAPC1	1944	10	7	4	6	6	9	21	21	1,46459E-05	9,53119E-06	5,74672E-06	8,68618E-06	9,2389E-06	1,11213E-05	0,000010	0,000010	0,97	-0,04	0,905215916
sp|Q9P2R3|ANFY1_HUMAN	Q9P2R3	ANKFY1	1169	24	26	29	36	33	44	79	113	5,84535E-05	5,88713E-05	6,92851E-05	8,66686E-05	8,45015E-05	9,04166E-05	0,000062	0,000087	1,40	0,49	0,004453725
sp|Q8IWZ3|ANKH1_HUMAN	Q8IWZ3	ANKHD1	2542	21	36	25	9	16	20	82	45	2,35211E-05	3,74863E-05	2,74676E-05	9,96416E-06	1,88412E-05	1,89001E-05	0,000029	0,000016	0,54	-0,89	0,064741317
sp|Q86XL3|ANKL2_HUMAN	Q86XL3	ANKLE2	938	6	10	9	14	4	11	25	29	1,82122E-05	2,8219E-05	2,67976E-05	4,20048E-05	1,2765E-05	2,81708E-05	0,000024	0,000028	1,13	0,18	0,938706154
sp|Q8IV38|ANKY2_HUMAN	Q8IV38	ANKMY2	441	2	2	4	2	4	4	8	10	1,29123E-05	1,20043E-05	2,53325E-05	1,27634E-05	2,7151E-05	2,17887E-05	0,000017	0,000021	1,23	0,30	0,541227831
sp|Q8IZ07|AN13A_HUMAN	Q8IZ07	ANKRD13A	590	6	5	4	4	3	7	15	14	2,89543E-05	2,24317E-05	1,8935E-05	1,90802E-05	1,52207E-05	2,85007E-05	0,000023	0,000021	0,89	-0,16	0,582649565
sp|O75179|ANR17_HUMAN	O75179	ANKRD17	2603	10	14	9	7	13	17	33	37	1,0938E-05	1,42364E-05	9,65661E-06	7,56829E-06	1,49498E-05	1,56886E-05	0,000012	0,000013	1,10	0,13	0,842965582
sp|O15084|ANR28_HUMAN	O15084	ANKRD28	1053	9	6	13	7	13	16	28	36	2,43348E-05	1,50823E-05	3,44803E-05	1,87087E-05	3,69556E-05	3,65007E-05	0,000025	0,000031	1,25	0,32	0,522473025
sp|Q92625|ANS1A_HUMAN	Q92625	ANKS1A	1134	7	3	11	11	11	11	21	33	1,75751E-05	7,0025E-06	2,70917E-05	2,72994E-05	2,90365E-05	2,33018E-05	0,000017	0,000027	1,54	0,62	0,230921303
sp|Q9NQW6|ANLN_HUMAN	Q9NQW6	ANLN	1124	27	30	34	23	27	29	91	79	6,83929E-05	7,0648E-05	8,4483E-05	5,75885E-05	7,19056E-05	6,19786E-05	0,000075	0,000064	0,86	-0,22	0,170246476
sp|Q4KMQ2|ANO6_HUMAN	Q4KMQ2	ANO6	910	3	8	5	3	8	5	16	16	9,38628E-06	2,32699E-05	1,53456E-05	9,27799E-06	2,63156E-05	1,31989E-05	0,000016	0,000016	1,02	0,02	0,975640985
sp|P39687|AN32A_HUMAN	P39687	ANP32A	249	34	140	64	97	65	89	238	251	0,00038877	0,001488243	0,000717856	0,001096343	0,00078141	0,000858619	0,000865	0,000912	1,05	0,08	0,659409783
sp|Q92688|AN32B_HUMAN	Q92688	ANP32B	251	23	145	64	45	23	72	232	140	0,000260896	0,001529112	0,000712136	0,00050456	0,000274296	0,000689078	0,000834	0,000489	0,59	-0,77	0,563881795
sp|Q9BTT0|AN32E_HUMAN	Q9BTT0	ANP32E	268	12	11	12	8	17	13	35	38	0,000127485	0,000108643	0,000125056	8,40096E-05	0,00018988	0,000116525	0,000120	0,000130	1,08	0,11	0,927280151
sp|P15144|AMPN_HUMAN	P15144	ANPEP	967	2	4	5	8	9	9	11	26	5,88867E-06	1,09491E-05	1,44411E-05	2,32829E-05	2,786E-05	2,23576E-05	0,000010	0,000025	2,35	1,23	0,028725501
sp|P04083|ANXA1_HUMAN	P04083	ANXA1	346	150	133	147	109	130	138	430	377	0,001234323	0,001017468	0,001186582	0,000886593	0,001124689	0,000958104	0,001146	0,000990	0,86	-0,21	0,180777432
sp|P50995|ANX11_HUMAN	P50995	ANXA11	505	13	18	16	13	18	13	47	44	7,32935E-05	9,43466E-05	8,84881E-05	7,24479E-05	0,000106696	6,18389E-05	0,000085	0,000080	0,94	-0,09	0,669265176
sp|P07355|ANXA2_HUMAN	P07355	ANXA2	339	536	567	499	507	628	656	1602	1791	0,004501721	0,004427193	0,004111093	0,004209031	0,0055453	0,004648513	0,004347	0,004801	1,10	0,14	0,334167268
sp|P12429|ANXA3_HUMAN	P12429	ANXA3	323	87	84	89	104	74	128	260	306	0,000766885	0,00068837	0,000769563	0,00090616	0,000685795	0,000951957	0,000742	0,000848	1,14	0,19	0,31235455
sp|P09525|ANXA4_HUMAN	P09525	ANXA4	319	13	38	20	44	27	45	71	116	0,000116029	0,00031531	0,000175104	0,000388182	0,00025336	0,000338869	0,000202	0,000327	1,62	0,69	0,157128455
sp|P08758|ANXA5_HUMAN	P08758	ANXA5	320	101	141	137	117	139	129	379	385	0,000898638	0,001166311	0,001195713	0,001028987	0,001300259	0,000968388	0,001087	0,001099	1,01	0,02	0,935116602
sp|P08133|ANXA6_HUMAN	P08133	ANXA6	673	41	50	51	31	59	47	142	137	0,000173453	0,000196653	0,000211647	0,000129634	0,000262423	0,000167762	0,000194	0,000187	0,96	-0,06	0,732891083
sp|P20073|ANXA7_HUMAN	P20073	ANXA7	488	24	25	40	21	18	37	89	76	0,000140025	0,000135602	0,000228927	0,000121108	0,000110412	0,000182134	0,000168	0,000138	0,82	-0,29	0,446258085
sp|P13928|ANXA8_HUMAN	P13928	ANXA8	327	50	50	54	24	49	27	154	100	0,000435347	0,000404732	0,000461214	0,000206556	0,000448553	0,000198347	0,000434	0,000284	0,66	-0,61	0,138343217
sp|Q5T2P8|AXA81_HUMAN	Q5T2P8	ANXA8L1	327	50	50	54	24	49	27	154	100	0,000435347	0,000404732	0,000461214	0,000206556	0,000448553	0,000198347	0,000434	0,000284	0,66	-0,61	0,138343217
sp|O76027|ANXA9_HUMAN	O76027	ANXA9	345	8	4	3	9	11	13	15	33	6,60214E-05	3,06892E-05	2,42861E-05	7,34171E-05	9,54418E-05	9,05178E-05	0,000040	0,000086	2,14	1,10	0,052589471
sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1	949	97	188	160	116	69	127	445	312	0,000291017	0,000524369	0,00047088	0,000344006	0,000217645	0,000321475	0,000429	0,000294	0,69	-0,54	0,188845993
sp|O43747|AP1G1_HUMAN	O43747	AP1G1	822	41	45	42	33	40	52	128	125	0,000142012	0,000144906	0,000142703	0,000112984	0,000145664	0,000151964	0,000143	0,000137	0,96	-0,07	0,594827681
sp|O75843|AP1G2_HUMAN	O75843	AP1G2	785	16	21	12	12	4	11	49	27	5,80315E-05	7,081E-05	4,26941E-05	4,30215E-05	1,5253E-05	3,36615E-05	0,000057	0,000031	0,54	-0,90	0,116409072
sp|Q9BXS5|AP1M1_HUMAN	Q9BXS5	AP1M1	423	18	5	11	10	8	18	34	36	0,000121156	3,12878E-05	7,26288E-05	6,65325E-05	5,66128E-05	0,000102221	0,000075	0,000075	1,00	0,00	0,808687783
sp|Q9Y6Q5|AP1M2_HUMAN	Q9Y6Q5	AP1M2	423	15	14	19	8	11	13	48	32	0,000100964	8,76058E-05	0,00012545	5,3226E-05	7,78426E-05	7,38266E-05	0,000105	0,000068	0,65	-0,62	0,053272488
sp|O95782|AP2A1_HUMAN	O95782	AP2A1	977	47	46	46	43	53	53	139	149	0,000136967	0,000124626	0,000131498	0,000123865	0,000162385	0,000130314	0,000131	0,000139	1,06	0,08	0,586426838
sp|O94973|AP2A2_HUMAN	O94973	AP2A2	939	25	23	31	32	48	37	79	117	7,58033E-05	6,48347E-05	9,22046E-05	9,59088E-05	0,000153017	9,46555E-05	0,000078	0,000115	1,48	0,56	0,117908274
sp|P63010|AP2B1_HUMAN	P63010	AP2B1	937	92	118	112	142	125	145	322	412	0,000279551	0,00033334	0,000333837	0,000426504	0,000399333	0,000371739	0,000316	0,000399	1,26	0,34	0,028974909
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1	435	10	25	19	23	11	23	54	57	6,54522E-05	0,000152123	0,000121989	0,000148803	7,56952E-05	0,000127013	0,000113	0,000117	1,04	0,05	0,874697245
sp|O00203|AP3B1_HUMAN	O00203	AP3B1	1094	16	17	26	25	19	18	59	62	4,16405E-05	4,11317E-05	6,63762E-05	6,43127E-05	5,19878E-05	3,95244E-05	0,000050	0,000052	1,04	0,06	0,824039724
sp|O14617|AP3D1_HUMAN	O14617	AP3D1	1153	23	28	16	14	27	27	67	68	5,67953E-05	6,42797E-05	3,87567E-05	3,41722E-05	7,0097E-05	5,62528E-05	0,000053	0,000054	1,00	0,01	0,953323906
sp|Q9Y2T2|AP3M1_HUMAN	Q9Y2T2	AP3M1	418	11	12	13	14	22	18	36	54	7,49255E-05	7,59889E-05	8,68607E-05	9,42596E-05	0,000157548	0,000103444	0,000079	0,000118	1,49	0,58	0,083744222
sp|P13798|ACPH_HUMAN	P13798	APEH	732	14	15	14	10	18	18	43	46	5,44541E-05	5,42407E-05	5,34163E-05	3,8447E-05	7,36083E-05	5,90706E-05	0,000054	0,000057	1,06	0,08	0,924338899
sp|P27695|APEX1_HUMAN	P27695	APEX1	318	59	80	62	51	75	65	201	191	0,000528249	0,000665898	0,000544529	0,000451354	0,000705991	0,000491017	0,000580	0,000549	0,95	-0,08	0,686532852
sp|Q9BZZ5|API5_HUMAN	Q9BZZ5	API5	524	12	29	34	33	45	27	75	105	6,52024E-05	0,000146491	0,000181219	0,000177238	0,000257067	0,000123778	0,000131	0,000186	1,42	0,51	0,354309602
sp|Q9HDC9|APMAP_HUMAN	Q9HDC9	APMAP	416	43	25	40	29	46	43	108	118	0,000294299	0,000159071	0,000268549	0,000196191	0,000331001	0,000248305	0,000241	0,000258	1,07	0,10	0,751087704
sp|Q8NCW5|NNRE_HUMAN	Q8NCW5	APOA1BP	288	10	18	10	12	29	9	38	50	9,88601E-05	0,000165434	9,69759E-05	0,000117263	0,000301419	7,50689E-05	0,000120	0,000165	1,37	0,45	0,71984578
sp|Q9BQE5|APOL2_HUMAN	Q9BQE5	APOL2	337	2	4	4	5	3	6	10	14	1,68972E-05	3,14178E-05	3,31502E-05	4,17555E-05	2,66475E-05	4,27692E-05	0,000027	0,000037	1,36	0,45	0,279632828
sp|Q9BUR5|APOO_HUMAN	Q9BUR5	APOO	198	10	10	8	3	5	5	28	13	0,000143797	0,000133684	0,000112845	4,26413E-05	7,5591E-05	6,06617E-05	0,000130	0,000060	0,46	-1,13	0,011523987
sp|Q6UXV4|APOOL_HUMAN	Q6UXV4	APOOL	268	9	6	6	5	11	8	21	24	9,56139E-05	5,926E-05	6,25278E-05	5,2506E-05	0,000122864	7,17076E-05	0,000072	0,000082	1,14	0,18	0,775033025
sp|Q8NEU8|DP13B_HUMAN	Q8NEU8	APPL2	664	4	5	6	4	5	3	15	12	1,71516E-05	1,99318E-05	2,52371E-05	1,69538E-05	2,25407E-05	1,08533E-05	0,000021	0,000017	0,81	-0,31	0,367542904
sp|P07741|APT_HUMAN	P07741	APRT	180	35	34	35	29	48	31	104	108	0,000553617	0,000499979	0,000543065	0,000453419	0,000798241	0,000413713	0,000532	0,000555	1,04	0,06	0,995346918
sp|O60306|AQR_HUMAN	O60306	AQR	1485	24	32	23	22	19	26	79	67	4,60149E-05	5,70386E-05	4,32571E-05	4,16937E-05	3,82994E-05	4,20588E-05	0,000049	0,000041	0,83	-0,26	0,120590775
sp|P48444|COPD_HUMAN	P48444	ARCN1	511	30	31	28	26	47	29	89	102	0,000167153	0,000160578	0,000153036	0,000143195	0,000275323	0,000136329	0,000160	0,000185	1,15	0,21	0,714297322
sp|P84077|ARF1_HUMAN	P84077	ARF1	181	172	499	218	190	98	212	889	500	0,002705599	0,007297382	0,003363833	0,002954261	0,001620737	0,002813631	0,004456	0,002463	0,55	-0,86	0,21095494
sp|P61204|ARF3_HUMAN	P61204	ARF3	181	129	455	155	134	82	157	739	373	0,002029199	0,006653926	0,002391716	0,002083532	0,001356127	0,00208368	0,003692	0,001841	0,50	-1,00	0,227278425
sp|P18085|ARF4_HUMAN	P18085	ARF4	180	127	428	132	95	56	113	687	264	0,002008837	0,00629385	0,002048132	0,001485337	0,000931281	0,00150805	0,003450	0,001308	0,38	-1,40	0,109525631
sp|P84085|ARF5_HUMAN	P84085	ARF5	180	108	416	117	91	37	115	641	243	0,001708302	0,006117387	0,00181539	0,001422796	0,000615311	0,001534741	0,003214	0,001191	0,37	-1,43	0,157527482
sp|P62330|ARF6_HUMAN	P62330	ARF6	175	11	15	12	16	16	25	38	57	0,000178965	0,000226881	0,000191514	0,00025731	0,000273683	0,000343172	0,000199	0,000291	1,46	0,55	0,028253575
sp|Q8N6T3|ARFG1_HUMAN	Q8N6T3	ARFGAP1	406	22	15	25	17	41	18	62	76	0,00015428	9,77936E-05	0,000171977	0,000117841	0,000302289	0,000106502	0,000141	0,000176	1,24	0,31	0,752256404
sp|Q8N6H7|ARFG2_HUMAN	Q8N6H7	ARFGAP2	521	10	10	9	7	17	13	29	37	5,46482E-05	5,08051E-05	4,8246E-05	3,78124E-05	9,76734E-05	5,99398E-05	0,000051	0,000065	1,27	0,35	0,577254154
sp|Q9Y6D5|BIG2_HUMAN	Q9Y6D5	ARFGEF2	1785	23	16	23	16	20	23	62	59	3,66862E-05	2,37261E-05	3,5987E-05	2,52264E-05	3,35395E-05	3,09528E-05	0,000032	0,000030	0,93	-0,10	0,73666947
sp|P53367|ARFP1_HUMAN	P53367	ARFIP1	373	15	26	26	25	20	27	67	72	0,000114497	0,000184506	0,00019468	0,000188628	0,000160504	0,000173886	0,000165	0,000174	1,06	0,08	0,662678519
sp|P53365|ARFP2_HUMAN	P53365	ARFIP2	341	18	8	7	5	2	17	33	24	0,000150291	6,20984E-05	5,73324E-05	4,12657E-05	1,75566E-05	0,000119758	0,000090	0,000060	0,66	-0,59	0,393974596
sp|Q07960|RHG01_HUMAN	Q07960	ARHGAP1	439	10	13	13	20	31	18	36	69	6,48558E-05	7,83834E-05	8,27057E-05	0,000128215	0,000211379	9,84958E-05	0,000075	0,000146	1,94	0,96	0,059217548
sp|Q68EM7|RHG17_HUMAN	Q68EM7	ARHGAP17	881	10	9	11	16	11	20	30	47	3,23175E-05	2,70403E-05	3,48717E-05	5,11114E-05	3,73751E-05	5,45336E-05	0,000031	0,000048	1,52	0,60	0,041956495
sp|Q52LW3|RHG29_HUMAN	Q52LW3	ARHGAP29	1261	6	11	11	13	10	15	28	38	1,35472E-05	2,30899E-05	2,43632E-05	2,90136E-05	2,37383E-05	2,8575E-05	0,000020	0,000027	1,33	0,41	0,185672856
sp|Q9NRY4|RHG35_HUMAN	Q9NRY4	ARHGAP35	1499	8	9	11	22	38	21	28	81	1,5195E-05	1,58923E-05	2,0495E-05	4,13043E-05	7,58835E-05	3,36533E-05	0,000017	0,000050	2,92	1,55	0,017508165
sp|Q13017|RHG05_HUMAN	Q13017	ARHGAP5	1502	3	2	4	10	7	7	9	24	5,68676E-06	3,52456E-06	7,43784E-06	1,87372E-05	1,39506E-05	1,11954E-05	0,000006	0,000015	2,64	1,40	0,019916809
sp|P52565|GDIR1_HUMAN	P52565	ARHGDIA	204	61	31	48	209	107	127	140	443	0,00085136	0,000402232	0,000657155	0,002883301	0,001570069	0,00149549	0,000637	0,001983	3,11	1,64	0,02044198
sp|P52566|GDIR2_HUMAN	P52566	ARHGDIB	201	6	6	6	11	31	13	18	55	8,49902E-05	7,90133E-05	8,33704E-05	0,000154018	0,000461669	0,000155366	0,000082	0,000257	3,12	1,64	0,052849432
sp|Q92888|ARHG1_HUMAN	Q92888	ARHGEF1	912	25	21	22	22	31	34	68	87	7,80474E-05	6,09494E-05	6,73728E-05	6,78894E-05	0,000101749	8,95558E-05	0,000069	0,000086	1,26	0,33	0,190806616
sp|O15013|ARHGA_HUMAN	O15013	ARHGEF10	1369	8	6	7	3	3	2	21	8	1,6638E-05	1,16009E-05	1,42808E-05	6,16725E-06	6,55968E-06	3,50943E-06	0,000014	0,000005	0,38	-1,39	0,011705708
sp|Q5VV41|ARHGG_HUMAN	Q5VV41	ARHGEF16	709	6	9	7	5	4	7	22	16	2,40945E-05	3,36002E-05	2,75745E-05	1,98471E-05	1,6888E-05	2,37171E-05	0,000028	0,000020	0,71	-0,50	0,066714448
sp|Q6ZSZ5|ARHGI_HUMAN	Q6ZSZ5	ARHGEF18	1173	11	11	8	9	7	14	30	30	2,66998E-05	2,48222E-05	1,9048E-05	2,15933E-05	1,78634E-05	2,86708E-05	0,000024	0,000023	0,97	-0,05	0,809740988
sp|Q92974|ARHG2_HUMAN	Q92974	ARHGEF2	986	15	8	11	11	12	22	34	45	4,3314E-05	2,14762E-05	3,11582E-05	3,13971E-05	3,64309E-05	5,35989E-05	0,000032	0,000040	1,27	0,34	0,387576784
sp|Q8N1W1|ARG28_HUMAN	Q8N1W1	ARHGEF28	1705	13	10	12	6	14	11	35	31	2,17086E-05	1,55246E-05	1,96568E-05	9,90377E-06	2,45793E-05	1,54981E-05	0,000019	0,000017	0,88	-0,19	0,540246519
sp|Q14155|ARHG7_HUMAN	Q14155	ARHGEF7	803	16	22	17	21	4	18	55	43	5,67307E-05	7,25191E-05	5,91275E-05	7,36E-05	1,49111E-05	5,38477E-05	0,000063	0,000047	0,76	-0,40	0,394078378
sp|O14497|ARI1A_HUMAN	O14497	ARID1A	2285	12	8	11	7	4	12	31	23	1,49523E-05	9,26721E-06	1,34451E-05	8,62156E-06	5,24009E-06	1,26155E-05	0,000013	0,000009	0,70	-0,51	0,248848502
sp|Q9Y4X5|ARI1_HUMAN	Q9Y4X5	ARIH1	557	11	6	8	8	7	15	25	30	5,62278E-05	2,85129E-05	4,01136E-05	4,04212E-05	3,76191E-05	6,46913E-05	0,000042	0,000048	1,14	0,19	0,614098439
sp|P40616|ARL1_HUMAN	P40616	ARL1	181	12	5	9	7	21	12	26	40	0,000188763	7,31201E-05	0,000138874	0,000108841	0,000347301	0,000159262	0,000134	0,000205	1,54	0,62	0,436013777
sp|P36405|ARL3_HUMAN	P36405	ARL3	182	10	14	14	7	12	13	38	32	0,000156438	0,000203611	0,000214839	0,000108243	0,000197367	0,000171586	0,000192	0,000159	0,83	-0,27	0,370098271
sp|Q15041|AR6P1_HUMAN	Q15041	ARL6IP1	203	8	12	13	21	17	15	33	53	0,000112204	0,00015647	0,000178856	0,000291137	0,000250679	0,000177503	0,000149	0,000240	1,61	0,68	0,079191605
sp|O75915|PRAF3_HUMAN	O75915	ARL6IP5	188	6	8	8	9	9	6	22	24	9,08672E-05	0,000112636	0,000118847	0,000134728	0,000143301	7,66661E-05	0,000107	0,000118	1,10	0,14	0,776326837
sp|Q6NXE6|ARMC6_HUMAN	Q6NXE6	ARMC6	501	4	19	11	12	21	16	34	49	2,27319E-05	0,000100383	6,13213E-05	6,74089E-05	0,000125472	7,67171E-05	0,000061	0,000090	1,46	0,55	0,343176301
sp|Q8IUR7|ARMC8_HUMAN	Q8IUR7	ARMC8	673	3	2	5	5	2	8	10	15	1,26917E-05	7,86611E-06	2,07497E-05	2,09088E-05	8,8957E-06	2,85552E-05	0,000014	0,000019	1,41	0,50	0,521448287
sp|Q92747|ARC1A_HUMAN	Q92747	ARPC1A	370	16	12	13	14	21	14	41	49	0,000123121	8,58469E-05	9,81292E-05	0,000106488	0,000169896	9,08942E-05	0,000102	0,000122	1,20	0,26	0,514810216
sp|O15143|ARC1B_HUMAN	O15143	ARPC1B	372	21	24	26	20	37	18	71	75	0,000160727	0,000170771	0,000195203	0,000151308	0,000297731	0,000116236	0,000176	0,000188	1,07	0,10	0,979939702
sp|O15144|ARPC2_HUMAN	O15144	ARPC2	300	26	28	29	33	44	37	83	114	0,000246755	0,000247048	0,000269981	0,000309575	0,000439032	0,000296272	0,000255	0,000348	1,37	0,45	0,080158799
sp|O15145|ARPC3_HUMAN	O15145	ARPC3	178	32	37	18	20	21	28	87	69	0,000511851	0,000550208	0,000282429	0,000316216	0,000353154	0,000377875	0,000448	0,000349	0,78	-0,36	0,386464845
sp|P59998|ARPC4_HUMAN	P59998	ARPC4	168	6	17	13	11	8	12	36	31	0,000101685	0,000267846	0,000216118	0,000184271	0,000142543	0,000171586	0,000195	0,000166	0,85	-0,23	0,783933835
sp|Q9BPX5|ARP5L_HUMAN	Q9BPX5	ARPC5L	153	6	8	4	4	26	7	18	37	0,000111654	0,000138402	7,30172E-05	7,35771E-05	0,000508683	0,000109905	0,000108	0,000231	2,14	1,10	0,524026333
sp|P56211|ARP19_HUMAN	P56211	ARPP19	112	6	4	4	4	5	4	14	13	0,000152527	9,45338E-05	9,97467E-05	0,000100512	0,000133634	8,5793E-05	0,000116	0,000107	0,92	-0,12	0,72963777
sp|Q9H1I8|ASCC2_HUMAN	Q9H1I8	ASCC2	757	12	15	21	15	7	23	48	45	4,51335E-05	5,24494E-05	7,74783E-05	5,5766E-05	2,76801E-05	7,29864E-05	0,000058	0,000052	0,89	-0,16	0,649125078
sp|Q8N3C0|ASCC3_HUMAN	Q8N3C0	ASCC3	2202	18	18	19	10	19	16	55	45	2,32739E-05	2,16372E-05	2,40987E-05	1,27808E-05	2,58286E-05	1,74547E-05	0,000023	0,000019	0,81	-0,30	0,294509825
sp|P04424|ARLY_HUMAN	P04424	ASL	464	10	21	12	11	6	14	43	31	6,13614E-05	0,000119797	7,22304E-05	6,67189E-05	3,87078E-05	7,24803E-05	0,000084	0,000059	0,70	-0,51	0,284636208
sp|O43681|ASNA_HUMAN	O43681	ASNA1	348	27	19	35	18	24	23	81	65	0,000220901	0,000144517	0,000280896	0,000145568	0,000206442	0,000158766	0,000215	0,000170	0,79	-0,34	0,394845324
sp|P08243|ASNS_HUMAN	P08243	ASNS	561	52	43	43	34	35	35	138	104	0,000263909	0,000202885	0,000214073	0,000170565	0,000186754	0,00014987	0,000227	0,000169	0,74	-0,42	0,046499991
sp|Q12797|ASPH_HUMAN	Q12797	ASPH	758	32	22	35	24	13	24	89	61	0,000120197	7,68243E-05	0,00012896	8,91078E-05	5,1338E-05	7,60592E-05	0,000109	0,000072	0,66	-0,59	0,149959421
sp|Q9BZE9|ASPC1_HUMAN	Q9BZE9	ASPSCR1	553	13	5	10	19	9	21	28	49	6,69317E-05	2,39326E-05	5,05047E-05	9,66946E-05	4,87172E-05	9,12229E-05	0,000047	0,000079	1,67	0,74	0,2140922
sp|P00966|ASSY_HUMAN	P00966	ASS1	412	8	11	12	18	14	17	31	49	5,52849E-05	7,06709E-05	8,13468E-05	0,000122956	0,000101718	9,91201E-05	0,000069	0,000108	1,56	0,64	0,026188586
